GISJOIN,Per_Les_20,Per_Les_10,Per_Les_15
G26016305384003,29.58579882,0,18.93491124
G26016305384004,32.31292517,6.632653061,16.83673469
G26016305385001,33.61344538,0,0
G26016305385002,58.99280576,17.26618705,41.72661871
G26016305385003,54.44444444,14.44444444,54.44444444
G26016305385004,10.67961165,0,0
G26016305385005,74.82517483,26.22377622,26.22377622
G26016305385006,33.15508021,0,18.71657754
G26016305385007,42.69449715,6.451612903,31.68880455
G26016305386001,61.13744076,0,42.65402844
G26016305386002,9.956709957,9.956709957,9.956709957
G26016305386003,16.92708333,0,11.45833333
G26016305386004,31.49606299,0,3.543307087
G26016305386005,17.25146199,0,0
G26016305386006,26.17702448,4.143126177,5.838041431
G26016305387001,34.80662983,5.801104972,5.801104972
G26016305387002,38.54748603,0,2.234636872
G26016305387003,13.7254902,0,5.68627451
G26016305388001,35.15151515,0,9.090909091
G26016305388002,21.70542636,4.263565891,17.05426357
G26016305389001,50.16835017,0,8.080808081
G26016305389002,25.86750789,14.1955836,22.39747634
G26016305389003,34.17266187,7.913669065,31.29496403
G26016305389004,30.51470588,5.514705882,5.514705882
G26016305390001,29.51653944,0,3.562340967
G26016305390002,37.57225434,16.76300578,32.3699422
G26016305390003,69.72972973,15.67567568,37.2972973
G26016305390004,62.37623762,0,23.76237624
G26016305391001,41.2568306,19.67213115,31.14754098
G26016305391002,49.31129477,0,21.21212121
G26016305392001,20.58823529,0,8.823529412
G26016305392002,55.82329317,0,26.10441767
G26016305392003,51.35135135,0,12.16216216
G26016305392004,56.52173913,0,0
G26016305392005,16.83417085,0,0
G26016305392006,36.8,0,20.8
G26016305393001,52.60416667,0,21.35416667
G26016305393002,49.07407407,0,12.03703704
G26016305393003,43.17180617,0,16.29955947
G26016305393004,31.20567376,0,14.89361702
G26016305394001,34.06862745,8.823529412,23.52941176
G26016305394002,33.17191283,5.326876513,13.07506053
G26016305394003,59.71830986,2.253521127,29.57746479
G26016305395001,60.17699115,0,44.24778761
G26016305395002,36.8902439,0,4.573170732
G26016305395003,40.71428571,0,8.214285714
G26016305395004,48.26498423,0,14.82649842
G26016305396001,11.18012422,0,0
G26016305396002,26.86567164,0,4.975124378
G26016305396003,16.42651297,0,7.492795389
G26016305397001,32.38434164,6.40569395,16.37010676
G26016305397002,33.33333333,0,17.00680272
G26016305401001,39.04555315,0,15.61822126
G26016305401002,47.57709251,0,32.15859031
G26016305401003,84.90566038,0,18.86792453
G26016305401004,9.345794393,0,0
G26016305402001,16.43835616,0,16.43835616
G26016305402002,13.44537815,0,5.882352941
G26016305402003,20.68965517,0,0
G26016305402004,17.85714286,0,0
G26016305402005,29.03225806,0,11.29032258
G26016305402006,62.12121212,0,17.42424242
G26016305403001,25.42372881,0,0
G26016305403002,27.91878173,0,17.51269036
G26016305403003,7.453416149,0,7.453416149
G26016305403004,54.58333333,4.583333333,17.91666667
G26016305403005,25.25951557,3.460207612,19.03114187
G26016305404001,20.73170732,8.536585366,12.19512195
G26016305404002,30.07518797,0,27.81954887
G26016305404003,44.66019417,0,44.66019417
G26016305404004,42.96875,0,24.21875
G26016305405001,15.50802139,0,0
G26016305405002,53.79746835,29.74683544,53.79746835
G26016305405003,32.94797688,0,17.34104046
G26016305405004,22.82157676,10.78838174,22.82157676
G26016305406001,40.54054054,22.97297297,25.13513514
G26016305406002,25.90361446,0,13.25301205
G26016305406003,38.75968992,27.51937984,32.94573643
G26016305406004,0,0,0
G26016305407001,50,19.23076923,19.23076923
G26016305407002,45.02164502,0,12.98701299
G26016305407003,33.65617433,6.295399516,8.474576271
G26016305407004,41.09014675,0,13.83647799
G26016305408001,21.875,1.785714286,3.571428571
G26016305408002,27.6119403,5.671641791,22.53731343
G26016305409001,22.60869565,0,0
G26016305409002,23.3201581,5.138339921,11.46245059
G26016305409003,47.97979798,0,0
G26016305409004,31.93277311,2.521008403,2.521008403
G26016305410001,33.92857143,13.0952381,20.23809524
G26016305410002,34.31635389,1.340482574,9.517426273
G26016305410003,11.48036254,8.761329305,8.761329305
G26016305411001,51.90839695,0,32.82442748
G26016305411002,15,0,0
G26016305411003,0,0,0
G26016305411004,34.86238532,4.892966361,16.20795107
G26016305411005,0,0,0
G26016305412001,44.82758621,10.91954023,25.28735632
G26016305412002,8.133971292,0,8.133971292
G26016305412003,33.83838384,5.555555556,11.61616162
G26016305412004,40.90909091,6.363636364,6.363636364
G26016305413001,25.87412587,0,10.13986014
G26016305413002,41.17647059,5,26.17647059
G26016305413003,44.70989761,13.3105802,22.8668942
G26016305414001,22.93577982,0,11.00917431
G26016305414002,41.29692833,9.897610922,25.59726962
G26016305414003,49.52076677,11.50159744,21.08626198
G26016305415001,55.01113586,15.3674833,20.71269488
G26016305415002,16.40866873,0,0
G26016305415003,11.88118812,0,0
G26016305415004,18.77828054,1.357466063,1.357466063
G26016305417001,25.58139535,0,0
G26016305417002,33.47639485,0,15.87982833
G26016305418001,35.0678733,0,27.60180995
G26016305418002,43.3604336,14.90514905,14.90514905
G26016305421001,0,0,0
G26016305421002,0,0,0
G26016305421003,15.15151515,15.15151515,15.15151515
G26016305421004,36.30136986,0,19.8630137
G26016305421005,21.58273381,8.633093525,21.58273381
G26016305421006,23.00319489,2.555910543,19.48881789
G26016305422001,25.18518519,0,20.74074074
G26016305422002,19.24882629,0,9.389671362
G26016305422003,23.52941176,3.676470588,3.676470588
G26016305422004,46.83544304,0,14.55696203
G26016305422005,24.63768116,0,0
G26016305423001,35.79545455,0,0
G26016305423002,42.5,27.5,42.5
G26016305423003,37.83783784,0,11.35135135
G26016305424001,38.84892086,7.913669065,26.61870504
G26016305424002,13.69863014,0,6.849315068
G26016305424003,36.29032258,7.795698925,20.43010753
G26016305425001,33.68055556,0,14.93055556
G26016305425002,32.15258856,0,12.53405995
G26016305425003,28.20512821,13.24786325,18.8034188
G26016305426001,19.41176471,0,13.52941176
G26016305426002,21.19205298,4.304635762,9.933774834
G26016305426003,33.68421053,0,10.52631579
G26016305426004,42.48927039,9.442060086,13.73390558
G26016305427001,27.35294118,10,15.88235294
G26016305428001,37.91469194,2.369668246,14.69194313
G26016305428002,25.74712644,0,1.609195402
G26016305428003,33.60655738,6.147540984,26.63934426
G26016305429001,8.068459658,0,0
G26016305429002,53.65853659,21.13821138,21.13821138
G26016305429003,48.73188406,5.615942029,14.67391304
G26016305429004,17.09677419,0,3.225806452
G26016305430001,27.21649485,1.237113402,7.216494845
G26016305430002,34.87654321,0,0
G26016305431001,46.04651163,0,24.18604651
G26016305431002,31.77257525,0,8.528428094
G26016305432001,39.25925926,0,27.65432099
G26016305432002,17.30769231,0,17.30769231
G26016305432003,39.05660377,11.69811321,21.88679245
G26016305434001,31.86813187,16.48351648,23.73626374
G26016305434002,50.12048193,1.927710843,4.578313253
G26016305434003,44.23076923,0,3.021978022
G26016305435001,34.39490446,0,0
G26016305435002,73.68421053,0,0
G26016305436001,32.14285714,0,0
G26016305436002,49.23076923,0,21.53846154
G26016305436003,25,0,0
G26016305437001,100,0,15.15151515
G26016305437002,40.55727554,7.120743034,13.3126935
G26016305437003,33.66013072,7.516339869,23.85620915
G26016305438001,45.78947368,6.315789474,20.52631579
G26016305438002,41.30434783,0,33.69565217
G26016305439001,9.090909091,9.090909091,9.090909091
G26016305439002,51.06382979,0,50
G26016305440001,46.38297872,2.340425532,17.23404255
G26016305440002,38.10526316,5.894736842,25.26315789
G26016305441001,11.60220994,0,0
G26016305441002,15.04854369,10.67961165,15.04854369
G26016305441003,33.05555556,11.94444444,21.94444444
G26016305442001,25.25252525,0,16.16161616
G26016305442002,49.76744186,2.325581395,17.6744186
G26016305442003,39.83050847,0,10.16949153
G26016305443001,0,0,0
G26016305443002,9.641873278,0.275482094,2.754820937
G26016305443003,43,5.6,27.4
G26016305451001,14.52991453,0,6.837606838
G26016305451002,34.7107438,0,0
G26016305451003,32.91925466,3.726708075,3.726708075
G26016305452001,30,0,0
G26016305452002,56.70731707,5.792682927,21.34146341
G26016305452003,31.60535117,19.89966555,29.93311037
G26016305452004,26.78571429,5.803571429,26.78571429
G26016305453001,72.72727273,0,0
G26016305453002,36.30573248,15.2866242,19.10828025
G26016305453003,39.88764045,0,8.426966292
G26016305454001,41.86046512,16.94352159,25.58139535
G26016305455001,41.17647059,0,14.70588235
G26016305455002,13.38028169,0,0
G26016305455003,29.2,7.6,12.4
G26016305455004,41.40127389,0,3.503184713
G26016305455005,43.03030303,9.696969697,33.33333333
G26016305455006,69.67741935,0,37.41935484
G26016305456001,23.73540856,5.058365759,12.06225681
G26016305456002,17.9916318,0,0
G26016305456003,23.25581395,7.558139535,7.558139535
G26016305456004,40.70175439,18.94736842,18.94736842
G26016305456005,56.15942029,4.710144928,12.68115942
G26016305457001,21.03174603,5.555555556,15.07936508
G26016305457002,29.82142857,9.285714286,15.53571429
G26016305458001,37.44075829,0,25.59241706
G26016305458002,21.31147541,0,10.6557377
G26016305458003,41.17647059,3.676470588,29.16666667
G26016305458004,23.39449541,9.633027523,13.76146789
G26016305458005,45.23281596,10.19955654,20.84257206
G26016305459001,45.29147982,10.53811659,20.85201794
G26016305459002,45.91194969,11.32075472,25.1572327
G26016305459003,69.71153846,11.05769231,61.05769231
G26016305459004,15.15151515,0,0
G26016305459005,32.96089385,0,6.983240223
G26016305460001,22.33502538,4.568527919,15.73604061
G26016305460002,17.54385965,0,0
G26016305460003,34.375,10.15625,10.15625
G26016305460004,100,100,100
G26016305460005,42.22737819,10.90487239,22.50580046
G26016305461001,23.92638037,6.748466258,6.748466258
G26016305461002,6.825938567,6.825938567,6.825938567
G26016305461003,21.97802198,9.89010989,9.89010989
G26016305461004,33.15789474,0,17.89473684
G26016305461005,0,0,0
G26016305462001,24.23398329,0,0
G26016305462002,26.40264026,8.250825083,8.250825083
G26016305462003,17.1875,4.861111111,9.201388889
G26016305462004,42.85714286,12.24489796,28.57142857
G26016305463001,18.20652174,2.717391304,6.793478261
G26016305463002,22.37354086,0,11.86770428
G26016305464001,31.46551724,0,20.68965517
G26016305464002,31.68316832,5.940594059,26.23762376
G26016305465001,38.33333333,4.523809524,14.28571429
G26016305465002,27.75665399,1.520912548,14.82889734
G26016305466001,46.04316547,5.755395683,23.02158273
G26016305466002,28.67924528,11.69811321,11.69811321
G26016305466003,80.92783505,12.37113402,31.44329897
G26016305467001,0,0,0
G26016305467002,33.33333333,33.33333333,33.33333333
G26016305467003,37.71626298,8.996539792,35.29411765
G26016305467004,40.44117647,0,34.55882353
G26016305467005,34.12462908,18.10089021,20.17804154
G26016305468001,19.27710843,0,0
G26016305468002,39.36651584,0,0
G26016305468003,20.99827883,8.089500861,15.31841652
G26016305468004,30.45977011,18.3908046,18.3908046
G26016305469001,28.18791946,5.704697987,16.10738255
G26016309850001,0,0,0
G26016309851001,45.91836735,5.612244898,40.30612245
G26016309852001,0,0,0
G26016309853001,72.4137931,22.98850575,29.88505747
G26016309855001,0,0,0
G26016309859001,0,0,0
