GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
G2601630583000,2013-2017,,,Michigan,26,Wayne County,163,,,583000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5830, Wayne County, Michigan",947,701,246,112,0,0,20,19,37,0,36,246,5,0,14,34,28,30,0,13,116,6,"Census Tract 5830, Wayne County, Michigan",67,66,64,60,10,10,27,30,28,10,38,64,9,10,15,37,26,33,10,13,65,10
G2601630583100,2013-2017,,,Michigan,26,Wayne County,163,,,583100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5831, Wayne County, Michigan",1383,1096,287,228,44,0,25,25,0,0,134,287,9,35,40,16,29,24,0,9,48,77,"Census Tract 5831, Wayne County, Michigan",94,101,83,92,49,10,36,39,10,10,82,83,14,38,47,18,36,23,10,15,48,53
G2601630583200,2013-2017,,,Michigan,26,Wayne County,163,,,583200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5832, Wayne County, Michigan",960,660,300,192,0,0,48,95,0,0,49,300,0,7,58,44,52,5,0,12,100,22,"Census Tract 5832, Wayne County, Michigan",93,102,109,93,10,10,54,73,10,10,53,109,10,13,49,42,58,10,10,17,64,26
G2601630583300,2013-2017,,,Michigan,26,Wayne County,163,,,583300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5833, Wayne County, Michigan",1013,847,166,47,0,0,8,0,0,0,39,166,0,20,7,24,29,19,0,24,31,12,"Census Tract 5833, Wayne County, Michigan",38,69,56,34,10,10,12,10,10,10,32,56,10,29,9,30,31,21,10,26,23,12
G2601630583400,2013-2017,,,Michigan,26,Wayne County,163,,,583400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5834, Wayne County, Michigan",1949,1523,426,171,19,0,0,34,0,0,118,426,0,31,75,41,69,9,9,0,143,49,"Census Tract 5834, Wayne County, Michigan",102,128,110,95,30,14,14,52,14,14,79,110,14,25,45,44,57,13,14,14,79,52
G2601630583500,2013-2017,,,Michigan,26,Wayne County,163,,,583500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5835, Wayne County, Michigan",1059,919,140,68,0,0,21,28,0,0,19,140,8,8,23,4,21,16,0,0,39,21,"Census Tract 5835, Wayne County, Michigan",65,85,71,61,10,10,33,42,10,10,23,71,13,13,25,8,31,26,10,10,44,25
G2601630583600,2013-2017,,,Michigan,26,Wayne County,163,,,583600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5836, Wayne County, Michigan",1023,877,146,42,0,0,0,0,0,0,42,146,19,51,5,0,20,15,12,0,24,0,"Census Tract 5836, Wayne County, Michigan",70,88,62,63,10,10,10,10,10,10,63,62,28,45,10,10,24,22,21,10,28,10
G2601630583700,2013-2017,,,Michigan,26,Wayne County,163,,,583700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5837, Wayne County, Michigan",1490,1217,273,20,20,0,0,0,0,0,0,273,10,27,6,26,24,14,26,0,114,26,"Census Tract 5837, Wayne County, Michigan",45,88,79,31,31,10,10,10,10,10,10,79,15,43,12,29,37,22,33,10,74,41
G2601630583800,2013-2017,,,Michigan,26,Wayne County,163,,,583800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5838, Wayne County, Michigan",1863,1153,710,54,19,0,0,19,0,0,16,710,0,47,131,58,112,65,16,72,138,71,"Census Tract 5838, Wayne County, Michigan",59,137,131,44,31,10,10,30,10,10,18,131,10,35,79,38,65,62,17,48,67,43
G2601630583900,2013-2017,,,Michigan,26,Wayne County,163,,,583900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5839, Wayne County, Michigan",1648,760,888,62,40,0,0,0,0,0,22,888,33,100,134,109,128,56,36,155,108,29,"Census Tract 5839, Wayne County, Michigan",76,122,122,71,58,10,10,10,10,10,36,122,49,72,69,68,78,52,33,72,84,27
G2601630584000,2013-2017,,,Michigan,26,Wayne County,163,,,584000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5840, Wayne County, Michigan",1470,942,528,211,162,0,0,18,0,0,31,528,7,4,108,60,15,19,37,48,178,52,"Census Tract 5840, Wayne County, Michigan",120,107,154,158,148,10,10,31,10,10,34,154,12,8,91,72,18,28,57,48,119,49
G2601630584100,2013-2017,,,Michigan,26,Wayne County,163,,,584100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5841, Wayne County, Michigan",655,581,74,81,0,0,0,12,0,0,69,74,0,0,11,18,0,0,0,0,21,24,"Census Tract 5841, Wayne County, Michigan",49,56,36,44,10,10,10,19,10,10,42,36,10,10,12,23,10,10,10,10,17,21
G2601630584200,2013-2017,,,Michigan,26,Wayne County,163,,,584200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5842, Wayne County, Michigan",1290,642,648,52,21,0,23,0,0,0,8,648,48,48,68,82,93,39,84,37,149,0,"Census Tract 5842, Wayne County, Michigan",54,87,89,48,34,10,34,10,10,10,13,89,43,41,43,46,56,28,50,37,66,10
G2601630584300,2013-2017,,,Michigan,26,Wayne County,163,,,584300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5843, Wayne County, Michigan",783,267,516,40,9,0,0,0,0,0,31,516,11,83,74,60,84,24,38,51,76,15,"Census Tract 5843, Wayne County, Michigan",44,48,56,28,14,10,10,10,10,10,25,56,13,35,34,34,41,17,22,31,37,14
G2601630584400,2013-2017,,,Michigan,26,Wayne County,163,,,584400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5844, Wayne County, Michigan",1232,773,459,116,25,0,66,0,0,0,25,459,12,0,68,29,60,58,0,34,161,37,"Census Tract 5844, Wayne County, Michigan",77,112,106,77,36,10,59,10,10,10,40,106,18,10,35,33,59,56,10,42,82,42
G2601630584500,2013-2017,,,Michigan,26,Wayne County,163,,,584500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5845, Wayne County, Michigan",1115,847,268,72,0,0,72,0,0,0,0,268,14,45,30,22,21,28,0,20,67,21,"Census Tract 5845, Wayne County, Michigan",56,86,86,51,10,10,51,10,10,10,10,86,23,46,39,35,16,46,10,24,66,25
G2601630584600,2013-2017,,,Michigan,26,Wayne County,163,,,584600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5846, Wayne County, Michigan",774,279,495,105,75,0,14,0,0,0,16,495,5,56,78,71,64,50,26,16,112,17,"Census Tract 5846, Wayne County, Michigan",59,45,54,59,50,10,22,10,10,10,24,54,7,43,37,45,35,27,24,15,44,15
G2601630584700,2013-2017,,,Michigan,26,Wayne County,163,,,584700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5847, Wayne County, Michigan",942,791,151,93,15,0,0,13,16,0,49,151,17,0,6,5,20,21,12,16,44,10,"Census Tract 5847, Wayne County, Michigan",46,65,51,43,23,10,10,20,25,10,36,51,26,10,10,8,24,22,17,17,30,11
G2601630584800,2013-2017,,,Michigan,26,Wayne County,163,,,584800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5848, Wayne County, Michigan",2070,548,1522,178,106,0,0,0,72,0,0,1522,113,33,106,106,113,43,108,65,661,174,"Census Tract 5848, Wayne County, Michigan",126,110,142,133,104,14,14,14,79,14,14,142,100,38,81,86,77,41,73,69,192,112
G2601630585500,2013-2017,,,Michigan,26,Wayne County,163,,,585500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5855, Wayne County, Michigan",727,526,201,94,35,0,20,0,0,0,39,201,4,24,4,26,44,0,35,18,24,22,"Census Tract 5855, Wayne County, Michigan",82,82,63,66,36,10,31,10,10,10,42,63,8,29,6,26,38,10,32,26,22,24
G2601630585600,2013-2017,,,Michigan,26,Wayne County,163,,,585600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5856, Wayne County, Michigan",1256,742,514,87,71,0,16,0,0,0,0,514,11,38,54,44,71,25,0,11,235,25,"Census Tract 5856, Wayne County, Michigan",75,94,94,60,56,10,27,10,10,10,10,94,17,41,48,34,38,26,10,17,88,31
G2601630585700,2013-2017,,,Michigan,26,Wayne County,163,,,585700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5857, Wayne County, Michigan",648,467,181,48,0,0,0,19,15,0,14,181,0,11,13,17,32,14,5,42,33,14,"Census Tract 5857, Wayne County, Michigan",45,46,47,37,10,10,10,25,23,10,22,47,10,17,17,19,29,21,7,34,21,12
G2601630585800,2013-2017,,,Michigan,26,Wayne County,163,,,585800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5858, Wayne County, Michigan",1567,1082,485,85,29,0,0,31,0,0,25,485,9,144,78,5,47,14,67,11,103,7,"Census Tract 5858, Wayne County, Michigan",85,134,120,70,46,10,10,39,10,10,40,120,16,90,52,9,40,18,53,13,72,10
G2601630585900,2013-2017,,,Michigan,26,Wayne County,163,,,585900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5859, Wayne County, Michigan",1341,662,679,146,49,0,0,0,24,0,73,679,0,75,55,62,162,86,0,64,143,32,"Census Tract 5859, Wayne County, Michigan",77,98,100,79,56,10,10,10,37,10,60,100,10,57,40,55,78,58,10,52,63,25
G2601630586200,2013-2017,,,Michigan,26,Wayne County,163,,,586200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5862, Wayne County, Michigan",2312,1448,864,100,0,0,0,52,0,0,48,864,38,47,164,71,61,11,136,26,250,60,"Census Tract 5862, Wayne County, Michigan",96,202,191,96,14,14,14,80,14,14,51,191,60,48,123,58,76,23,133,33,121,52
G2601630586300,2013-2017,,,Michigan,26,Wayne County,163,,,586300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5863, Wayne County, Michigan",730,632,98,66,14,0,0,16,0,0,36,98,0,25,2,18,0,14,0,0,5,34,"Census Tract 5863, Wayne County, Michigan",55,58,38,47,22,10,10,23,10,10,38,38,10,26,5,24,10,15,10,10,8,25
G2601630587000,2013-2017,,,Michigan,26,Wayne County,163,,,587000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5870, Wayne County, Michigan",1739,1038,701,169,0,13,43,27,33,0,53,701,29,111,89,56,115,108,0,51,121,21,"Census Tract 5870, Wayne County, Michigan",135,117,132,92,10,21,48,42,35,10,58,132,43,91,49,42,59,63,10,38,75,25
G2601630587900,2013-2017,,,Michigan,26,Wayne County,163,,,587900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5879, Wayne County, Michigan",2277,1648,629,285,35,0,34,0,82,0,134,629,11,26,224,137,38,39,13,27,101,13,"Census Tract 5879, Wayne County, Michigan",135,196,179,148,60,14,55,14,85,14,121,179,19,41,151,134,39,50,21,33,75,22
G2601630588000,2013-2017,,,Michigan,26,Wayne County,163,,,588000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5880, Wayne County, Michigan",2548,1076,1472,343,136,0,44,46,0,0,117,1472,68,105,201,205,295,59,100,139,267,33,"Census Tract 5880, Wayne County, Michigan",175,154,198,203,119,14,69,67,14,14,127,198,81,70,104,132,161,76,84,106,137,36
G2601630588100,2013-2017,,,Michigan,26,Wayne County,163,,,588100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5881, Wayne County, Michigan",1080,894,186,99,22,0,0,0,35,0,42,186,0,16,16,35,26,0,7,41,45,0,"Census Tract 5881, Wayne County, Michigan",87,104,84,68,34,10,10,10,35,10,44,84,10,25,26,45,31,10,11,47,40,10
G2601630588200,2013-2017,,,Michigan,26,Wayne County,163,,,588200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5882, Wayne County, Michigan",1587,231,1356,261,206,0,0,0,13,0,42,1356,9,132,186,259,137,173,58,102,265,35,"Census Tract 5882, Wayne County, Michigan",114,58,113,103,101,10,10,10,20,10,46,113,14,83,78,100,66,72,35,56,92,41
G2601630588300,2013-2017,,,Michigan,26,Wayne County,163,,,588300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5883, Wayne County, Michigan",1896,1784,112,143,0,0,36,27,0,0,80,112,0,0,71,0,11,0,0,30,0,0,"Census Tract 5883, Wayne County, Michigan",130,126,91,108,14,14,54,42,14,14,87,91,14,14,80,14,17,14,14,36,14,14
G2601630588400,2013-2017,,,Michigan,26,Wayne County,163,,,588400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5884, Wayne County, Michigan",1857,1640,217,195,77,0,0,0,0,0,118,217,9,41,12,12,28,21,16,0,71,7,"Census Tract 5884, Wayne County, Michigan",99,119,72,100,74,14,14,14,14,14,73,72,15,32,19,18,28,32,18,14,63,11
G2601630589300,2013-2017,,,Michigan,26,Wayne County,163,,,589300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5893, Wayne County, Michigan",1385,1233,152,240,0,0,108,12,0,0,120,152,30,37,13,10,27,0,0,0,14,21,"Census Tract 5893, Wayne County, Michigan",127,124,82,93,10,10,80,19,10,10,73,82,45,48,22,16,41,10,10,10,22,31
G2601630589400,2013-2017,,,Michigan,26,Wayne County,163,,,589400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5894, Wayne County, Michigan",2102,1725,377,331,114,0,34,0,13,0,170,377,20,33,34,54,23,0,68,77,68,0,"Census Tract 5894, Wayne County, Michigan",150,166,170,154,115,14,51,14,21,14,134,170,30,41,42,61,27,14,96,72,79,14
G2601630590400,2013-2017,,,Michigan,26,Wayne County,163,,,590400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5904, Wayne County, Michigan",2337,2018,319,148,57,0,0,0,0,0,91,319,0,18,75,0,31,44,0,16,79,56,"Census Tract 5904, Wayne County, Michigan",127,165,144,118,87,14,14,14,14,14,81,144,14,28,94,14,48,52,14,27,70,88
G2601630590500,2013-2017,,,Michigan,26,Wayne County,163,,,590500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5905, Wayne County, Michigan",2357,2226,131,106,0,0,37,0,14,0,55,131,0,54,23,8,0,31,0,15,0,0,"Census Tract 5905, Wayne County, Michigan",113,148,88,93,14,14,62,14,21,14,67,88,14,65,27,17,14,47,14,23,14,14
G2601630590600,2013-2017,,,Michigan,26,Wayne County,163,,,590600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5906, Wayne County, Michigan",886,781,105,71,0,0,43,0,13,0,15,105,8,0,39,4,7,8,15,0,6,18,"Census Tract 5906, Wayne County, Michigan",58,77,52,41,10,10,37,10,21,10,22,52,9,10,38,6,10,13,17,10,9,21
G2601630591501,2013-2017,,,Michigan,26,Wayne County,163,,,591501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5915.01, Wayne County, Michigan",1224,942,282,179,106,41,32,0,0,0,0,282,20,54,23,43,44,0,16,36,46,0,"Census Tract 5915.01, Wayne County, Michigan",102,119,87,109,85,62,49,10,10,10,10,87,29,56,30,46,50,10,18,42,40,10
G2601630591502,2013-2017,,,Michigan,26,Wayne County,163,,,591502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5915.02, Wayne County, Michigan",1213,711,502,120,60,0,0,0,0,0,60,502,33,51,151,74,81,17,11,22,41,21,"Census Tract 5915.02, Wayne County, Michigan",102,74,109,89,67,10,10,10,10,10,67,109,39,56,77,60,49,19,17,25,30,23
G2601630591600,2013-2017,,,Michigan,26,Wayne County,163,,,591600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5916, Wayne County, Michigan",761,712,49,22,0,0,17,0,5,0,0,49,0,0,4,2,7,17,0,7,8,4,"Census Tract 5916, Wayne County, Michigan",45,54,35,27,10,10,26,10,8,10,10,35,10,10,6,4,12,26,10,12,12,7
G2601630591700,2013-2017,,,Michigan,26,Wayne County,163,,,591700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5917, Wayne County, Michigan",2510,2171,339,28,0,0,0,0,0,0,28,339,27,37,95,46,24,17,0,0,64,29,"Census Tract 5917, Wayne County, Michigan",139,155,131,43,14,14,14,14,14,14,43,131,44,44,118,53,41,27,14,14,79,34
G2601630591800,2013-2017,,,Michigan,26,Wayne County,163,,,591800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5918, Wayne County, Michigan",2286,1380,906,128,119,0,0,0,0,0,9,906,61,66,91,66,145,83,14,120,227,33,"Census Tract 5918, Wayne County, Michigan",113,160,188,101,99,14,14,14,14,14,17,188,52,55,70,62,100,79,23,90,113,39
G2601630591900,2013-2017,,,Michigan,26,Wayne County,163,,,591900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5919, Wayne County, Michigan",2092,1742,350,64,0,28,0,0,0,0,36,350,16,0,109,28,37,16,98,9,25,12,"Census Tract 5919, Wayne County, Michigan",79,148,146,64,14,45,14,14,14,14,47,146,26,14,114,35,43,21,100,13,31,19
G2601630592000,2013-2017,,,Michigan,26,Wayne County,163,,,592000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5920, Wayne County, Michigan",1416,1355,61,157,24,0,54,17,34,0,28,61,10,0,12,19,0,0,9,0,0,11,"Census Tract 5920, Wayne County, Michigan",75,82,47,72,28,10,50,27,38,10,31,47,16,10,19,32,10,10,17,10,10,12
G2601630593000,2013-2017,,,Michigan,26,Wayne County,163,,,593000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5930, Wayne County, Michigan",2236,1480,756,78,45,0,33,0,0,0,0,756,0,23,33,151,95,49,40,77,275,13,"Census Tract 5930, Wayne County, Michigan",101,166,159,76,66,14,46,14,14,14,14,159,14,32,33,102,75,44,39,70,105,24
G2601630593200,2013-2017,,,Michigan,26,Wayne County,163,,,593200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5932, Wayne County, Michigan",1642,1102,540,129,31,21,0,23,8,0,46,540,29,88,101,63,47,35,45,86,38,8,"Census Tract 5932, Wayne County, Michigan",83,98,93,69,37,35,10,38,13,10,50,93,26,62,59,42,35,31,27,63,40,12
G2601630593300,2013-2017,,,Michigan,26,Wayne County,163,,,593300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5933, Wayne County, Michigan",1270,979,291,68,0,17,16,0,0,0,35,291,27,9,19,56,15,26,17,18,82,22,"Census Tract 5933, Wayne County, Michigan",59,82,81,51,10,27,25,10,10,10,41,81,40,16,22,33,18,24,21,24,65,24
G2601630594000,2013-2017,,,Michigan,26,Wayne County,163,,,594000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5940, Wayne County, Michigan",1332,789,543,43,0,0,29,0,0,0,14,543,17,41,84,88,54,39,43,54,115,8,"Census Tract 5940, Wayne County, Michigan",57,99,82,49,10,10,43,10,10,10,22,82,19,32,65,49,36,45,46,43,77,12
G2601630594100,2013-2017,,,Michigan,26,Wayne County,163,,,594100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5941, Wayne County, Michigan",1771,1503,268,36,0,0,16,0,0,0,20,268,0,61,56,15,8,10,17,46,41,14,"Census Tract 5941, Wayne County, Michigan",52,76,65,34,10,10,18,10,10,10,30,65,10,39,38,19,14,16,28,43,47,16
G2601630594200,2013-2017,,,Michigan,26,Wayne County,163,,,594200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5942, Wayne County, Michigan",979,930,49,55,0,0,45,0,0,0,10,49,6,7,19,0,17,0,0,0,0,0,"Census Tract 5942, Wayne County, Michigan",48,60,31,53,10,10,52,10,10,10,16,31,11,10,28,10,19,10,10,10,10,10
G2601630594300,2013-2017,,,Michigan,26,Wayne County,163,,,594300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5943, Wayne County, Michigan",1265,1158,107,51,0,0,51,0,0,0,0,107,0,0,14,55,0,0,8,22,0,8,"Census Tract 5943, Wayne County, Michigan",75,104,77,69,10,10,69,10,10,10,10,77,10,10,21,58,10,10,12,34,10,12
G2601630594400,2013-2017,,,Michigan,26,Wayne County,163,,,594400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5944, Wayne County, Michigan",1215,768,447,30,10,0,20,0,0,0,0,447,51,33,19,35,79,57,16,44,87,26,"Census Tract 5944, Wayne County, Michigan",50,101,93,35,14,10,33,10,10,10,10,93,53,33,21,28,63,41,13,48,65,24
G2601630594500,2013-2017,,,Michigan,26,Wayne County,163,,,594500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5945, Wayne County, Michigan",1279,993,286,45,22,0,23,0,0,0,0,286,11,41,19,40,21,27,5,20,82,20,"Census Tract 5945, Wayne County, Michigan",48,62,54,35,35,10,37,10,10,10,10,54,19,39,18,34,19,22,9,20,47,31
G2601630595000,2013-2017,,,Michigan,26,Wayne County,163,,,595000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5950, Wayne County, Michigan",1677,1277,400,85,31,0,0,0,0,0,54,400,29,15,13,66,103,38,7,25,86,18,"Census Tract 5950, Wayne County, Michigan",93,120,107,56,37,10,10,10,10,10,44,107,25,18,16,45,54,39,11,23,51,31
G2601630595100,2013-2017,,,Michigan,26,Wayne County,163,,,595100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5951, Wayne County, Michigan",2089,1299,790,152,79,0,0,0,32,0,41,790,112,95,54,122,74,15,48,92,161,17,"Census Tract 5951, Wayne County, Michigan",103,151,158,105,85,14,14,14,37,14,65,158,98,76,56,112,47,26,47,81,82,27
G2601630595200,2013-2017,,,Michigan,26,Wayne County,163,,,595200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5952, Wayne County, Michigan",1301,656,645,142,84,0,0,0,0,0,58,645,39,31,93,71,71,29,9,89,213,0,"Census Tract 5952, Wayne County, Michigan",83,78,94,88,67,10,10,10,10,10,63,94,50,34,62,41,56,27,15,66,73,10
G2601630596100,2013-2017,,,Michigan,26,Wayne County,163,,,596100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5961, Wayne County, Michigan",1426,1318,108,192,21,0,0,0,60,0,111,108,6,20,17,7,13,0,0,8,22,15,"Census Tract 5961, Wayne County, Michigan",91,87,48,84,30,10,10,10,59,10,66,48,10,32,18,13,15,10,10,13,19,17
G2601630596200,2013-2017,,,Michigan,26,Wayne County,163,,,596200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5962, Wayne County, Michigan",1660,1487,173,73,0,0,0,20,8,0,45,173,8,7,8,47,8,0,0,51,8,36,"Census Tract 5962, Wayne County, Michigan",88,90,65,58,10,10,10,33,12,10,49,65,14,12,13,52,13,10,10,40,12,41
G2601630596300,2013-2017,,,Michigan,26,Wayne County,163,,,596300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5963, Wayne County, Michigan",1002,933,69,61,0,0,14,14,0,0,33,69,5,0,23,6,0,0,0,14,13,8,"Census Tract 5963, Wayne County, Michigan",66,69,32,52,10,10,21,19,10,10,47,32,8,10,20,10,10,10,10,21,20,11
G2601630597000,2013-2017,,,Michigan,26,Wayne County,163,,,597000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5970, Wayne County, Michigan",1804,1408,396,255,58,0,36,24,80,0,57,396,12,17,58,124,35,36,0,73,41,0,"Census Tract 5970, Wayne County, Michigan",103,117,102,108,62,10,45,37,73,10,58,102,19,19,37,82,31,30,10,60,37,10
G2601630598000,2013-2017,,,Michigan,26,Wayne County,163,,,598000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5980, Wayne County, Michigan",1341,883,458,23,0,0,0,0,0,0,23,458,33,69,149,50,97,0,37,11,8,4,"Census Tract 5980, Wayne County, Michigan",130,144,100,37,10,10,10,10,10,10,37,100,49,49,86,40,72,10,36,18,12,9
G2601630599000,2013-2017,,,Michigan,26,Wayne County,163,,,599000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5990, Wayne County, Michigan",1995,1561,434,88,0,0,0,37,12,0,39,434,12,24,50,15,65,118,52,12,57,29,"Census Tract 5990, Wayne County, Michigan",111,116,102,77,14,14,14,59,20,14,61,102,20,31,75,23,67,84,51,19,35,34
G2601630599100,2013-2017,,,Michigan,26,Wayne County,163,,,599100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5991, Wayne County, Michigan",1563,1226,337,115,47,0,22,0,0,0,46,337,0,34,61,43,15,53,45,10,62,14,"Census Tract 5991, Wayne County, Michigan",92,82,70,77,51,10,36,10,10,10,52,70,10,30,29,40,19,44,47,16,39,15
G2601630985000,2013-2017,,,Michigan,26,Wayne County,163,,,985000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9850, Wayne County, Michigan",0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,"Census Tract 9850, Wayne County, Michigan",10,10,10,13,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10
G2601630985100,2013-2017,,,Michigan,26,Wayne County,163,,,985100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9851, Wayne County, Michigan",167,4,163,36,8,0,0,0,0,0,28,163,0,13,58,5,6,22,0,21,38,0,"Census Tract 9851, Wayne County, Michigan",45,7,44,25,12,10,10,10,10,10,23,44,10,20,45,7,8,23,10,23,26,10
G2601630985200,2013-2017,,,Michigan,26,Wayne County,163,,,985200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9852, Wayne County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Census Tract 9852, Wayne County, Michigan",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
G2601630985300,2013-2017,,,Michigan,26,Wayne County,163,,,985300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9853, Wayne County, Michigan",72,0,72,23,15,0,0,0,0,0,8,72,0,6,0,6,0,19,0,21,6,14,"Census Tract 9853, Wayne County, Michigan",33,10,33,21,17,10,10,10,10,10,12,33,10,9,10,8,10,17,10,19,9,23
G2601630985400,2013-2017,,,Michigan,26,Wayne County,163,,,985400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9854, Wayne County, Michigan",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Census Tract 9854, Wayne County, Michigan",6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
G2601630985500,2013-2017,,,Michigan,26,Wayne County,163,,,985500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9855, Wayne County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Census Tract 9855, Wayne County, Michigan",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
